Date,Year,Month,MonthName,MonthFullName,Quarter,QuarterNum,YearMonth,YearQuarter,WeekDay,DayOfYear,IsWeekend
2021-09-12,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Sunday,255,1
2021-09-13,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Monday,256,0
2021-09-14,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Tuesday,257,0
2021-09-15,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Wednesday,258,0
2021-09-16,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Thursday,259,0
2021-09-17,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Friday,260,0
2021-09-18,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Saturday,261,1
2021-09-19,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Sunday,262,1
2021-09-20,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Monday,263,0
2021-09-21,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Tuesday,264,0
2021-09-22,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Wednesday,265,0
2021-09-23,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Thursday,266,0
2021-09-24,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Friday,267,0
2021-09-25,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Saturday,268,1
2021-09-26,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Sunday,269,1
2021-09-27,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Monday,270,0
2021-09-28,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Tuesday,271,0
2021-09-29,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Wednesday,272,0
2021-09-30,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Thursday,273,0
2021-10-01,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Friday,274,0
2021-10-02,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Saturday,275,1
2021-10-03,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Sunday,276,1
2021-10-04,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Monday,277,0
2021-10-05,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Tuesday,278,0
2021-10-06,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Wednesday,279,0
2021-10-07,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Thursday,280,0
2021-10-08,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Friday,281,0
2021-10-09,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Saturday,282,1
2021-10-10,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Sunday,283,1
2021-10-11,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Monday,284,0
2021-10-12,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Tuesday,285,0
2021-10-13,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Wednesday,286,0
2021-10-14,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Thursday,287,0
2021-10-15,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Friday,288,0
2021-10-16,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Saturday,289,1
2021-10-17,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Sunday,290,1
2021-10-18,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Monday,291,0
2021-10-19,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Tuesday,292,0
2021-10-20,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Wednesday,293,0
2021-10-21,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Thursday,294,0
2021-10-22,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Friday,295,0
2021-10-23,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Saturday,296,1
2021-10-24,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Sunday,297,1
2021-10-25,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Monday,298,0
2021-10-26,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Tuesday,299,0
2021-10-27,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Wednesday,300,0
2021-10-28,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Thursday,301,0
2021-10-29,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Friday,302,0
2021-10-30,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Saturday,303,1
2021-10-31,2021,10,Oct,October,Q4,4,2021-10,2021-Q4,Sunday,304,1
2021-11-01,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Monday,305,0
2021-11-02,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Tuesday,306,0
2021-11-03,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Wednesday,307,0
2021-11-04,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Thursday,308,0
2021-11-05,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Friday,309,0
2021-11-06,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Saturday,310,1
2021-11-07,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Sunday,311,1
2021-11-08,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Monday,312,0
2021-11-09,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Tuesday,313,0
2021-11-10,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Wednesday,314,0
2021-11-11,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Thursday,315,0
2021-11-12,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Friday,316,0
2021-11-13,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Saturday,317,1
2021-11-14,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Sunday,318,1
2021-11-15,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Monday,319,0
2021-11-16,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Tuesday,320,0
2021-11-17,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Wednesday,321,0
2021-11-18,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Thursday,322,0
2021-11-19,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Friday,323,0
2021-11-20,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Saturday,324,1
2021-11-21,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Sunday,325,1
2021-11-22,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Monday,326,0
2021-11-23,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Tuesday,327,0
2021-11-24,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Wednesday,328,0
2021-11-25,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Thursday,329,0
2021-11-26,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Friday,330,0
2021-11-27,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Saturday,331,1
2021-11-28,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Sunday,332,1
2021-11-29,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Monday,333,0
2021-11-30,2021,11,Nov,November,Q4,4,2021-11,2021-Q4,Tuesday,334,0
2021-12-01,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Wednesday,335,0
2021-12-02,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Thursday,336,0
2021-12-03,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Friday,337,0
2021-12-04,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Saturday,338,1
2021-12-05,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Sunday,339,1
2021-12-06,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Monday,340,0
2021-12-07,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Tuesday,341,0
2021-12-08,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Wednesday,342,0
2021-12-09,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Thursday,343,0
2021-12-10,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Friday,344,0
2021-12-11,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Saturday,345,1
2021-12-12,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Sunday,346,1
2021-12-13,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Monday,347,0
2021-12-14,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Tuesday,348,0
2021-12-15,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Wednesday,349,0
2021-12-16,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Thursday,350,0
2021-12-17,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Friday,351,0
2021-12-18,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Saturday,352,1
2021-12-19,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Sunday,353,1
2021-12-20,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Monday,354,0
2021-12-21,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Tuesday,355,0
2021-12-22,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Wednesday,356,0
2021-12-23,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Thursday,357,0
2021-12-24,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Friday,358,0
2021-12-25,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Saturday,359,1
2021-12-26,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Sunday,360,1
2021-12-27,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Monday,361,0
2021-12-28,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Tuesday,362,0
2021-12-29,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Wednesday,363,0
2021-12-30,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Thursday,364,0
2021-12-31,2021,12,Dec,December,Q4,4,2021-12,2021-Q4,Friday,365,0
2022-01-01,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Saturday,1,1
2022-01-02,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Sunday,2,1
2022-01-03,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Monday,3,0
2022-01-04,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Tuesday,4,0
2022-01-05,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Wednesday,5,0
2022-01-06,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Thursday,6,0
2022-01-07,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Friday,7,0
2022-01-08,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Saturday,8,1
2022-01-09,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Sunday,9,1
2022-01-10,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Monday,10,0
2022-01-11,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Tuesday,11,0
2022-01-12,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Wednesday,12,0
2022-01-13,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Thursday,13,0
2022-01-14,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Friday,14,0
2022-01-15,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Saturday,15,1
2022-01-16,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Sunday,16,1
2022-01-17,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Monday,17,0
2022-01-18,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Tuesday,18,0
2022-01-19,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Wednesday,19,0
2022-01-20,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Thursday,20,0
2022-01-21,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Friday,21,0
2022-01-22,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Saturday,22,1
2022-01-23,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Sunday,23,1
2022-01-24,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Monday,24,0
2022-01-25,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Tuesday,25,0
2022-01-26,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Wednesday,26,0
2022-01-27,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Thursday,27,0
2022-01-28,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Friday,28,0
2022-01-29,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Saturday,29,1
2022-01-30,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Sunday,30,1
2022-01-31,2022,1,Jan,January,Q1,1,2022-01,2022-Q1,Monday,31,0
2022-02-01,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Tuesday,32,0
2022-02-02,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Wednesday,33,0
2022-02-03,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Thursday,34,0
2022-02-04,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Friday,35,0
2022-02-05,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Saturday,36,1
2022-02-06,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Sunday,37,1
2022-02-07,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Monday,38,0
2022-02-08,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Tuesday,39,0
2022-02-09,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Wednesday,40,0
2022-02-10,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Thursday,41,0
2022-02-11,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Friday,42,0
2022-02-12,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Saturday,43,1
2022-02-13,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Sunday,44,1
2022-02-14,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Monday,45,0
2022-02-15,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Tuesday,46,0
2022-02-16,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Wednesday,47,0
2022-02-17,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Thursday,48,0
2022-02-18,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Friday,49,0
2022-02-19,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Saturday,50,1
2022-02-20,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Sunday,51,1
2022-02-21,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Monday,52,0
2022-02-22,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Tuesday,53,0
2022-02-23,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Wednesday,54,0
2022-02-24,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Thursday,55,0
2022-02-25,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Friday,56,0
2022-02-26,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Saturday,57,1
2022-02-27,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Sunday,58,1
2022-02-28,2022,2,Feb,February,Q1,1,2022-02,2022-Q1,Monday,59,0
2022-03-01,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Tuesday,60,0
2022-03-02,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Wednesday,61,0
2022-03-03,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Thursday,62,0
2022-03-04,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Friday,63,0
2022-03-05,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Saturday,64,1
2022-03-06,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Sunday,65,1
2022-03-07,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Monday,66,0
2022-03-08,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Tuesday,67,0
2022-03-09,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Wednesday,68,0
2022-03-10,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Thursday,69,0
2022-03-11,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Friday,70,0
2022-03-12,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Saturday,71,1
2022-03-13,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Sunday,72,1
2022-03-14,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Monday,73,0
2022-03-15,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Tuesday,74,0
2022-03-16,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Wednesday,75,0
2022-03-17,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Thursday,76,0
2022-03-18,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Friday,77,0
2022-03-19,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Saturday,78,1
2022-03-20,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Sunday,79,1
2022-03-21,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Monday,80,0
2022-03-22,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Tuesday,81,0
2022-03-23,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Wednesday,82,0
2022-03-24,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Thursday,83,0
2022-03-25,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Friday,84,0
2022-03-26,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Saturday,85,1
2022-03-27,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Sunday,86,1
2022-03-28,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Monday,87,0
2022-03-29,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Tuesday,88,0
2022-03-30,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Wednesday,89,0
2022-03-31,2022,3,Mar,March,Q1,1,2022-03,2022-Q1,Thursday,90,0
2022-04-01,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Friday,91,0
2022-04-02,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Saturday,92,1
2022-04-03,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Sunday,93,1
2022-04-04,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Monday,94,0
2022-04-05,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Tuesday,95,0
2022-04-06,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Wednesday,96,0
2022-04-07,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Thursday,97,0
2022-04-08,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Friday,98,0
2022-04-09,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Saturday,99,1
2022-04-10,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Sunday,100,1
2022-04-11,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Monday,101,0
2022-04-12,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Tuesday,102,0
2022-04-13,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Wednesday,103,0
2022-04-14,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Thursday,104,0
2022-04-15,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Friday,105,0
2022-04-16,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Saturday,106,1
2022-04-17,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Sunday,107,1
2022-04-18,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Monday,108,0
2022-04-19,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Tuesday,109,0
2022-04-20,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Wednesday,110,0
2022-04-21,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Thursday,111,0
2022-04-22,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Friday,112,0
2022-04-23,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Saturday,113,1
2022-04-24,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Sunday,114,1
2022-04-25,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Monday,115,0
2022-04-26,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Tuesday,116,0
2022-04-27,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Wednesday,117,0
2022-04-28,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Thursday,118,0
2022-04-29,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Friday,119,0
2022-04-30,2022,4,Apr,April,Q2,2,2022-04,2022-Q2,Saturday,120,1
2022-05-01,2022,5,May,May,Q2,2,2022-05,2022-Q2,Sunday,121,1
2022-05-02,2022,5,May,May,Q2,2,2022-05,2022-Q2,Monday,122,0
2022-05-03,2022,5,May,May,Q2,2,2022-05,2022-Q2,Tuesday,123,0
2022-05-04,2022,5,May,May,Q2,2,2022-05,2022-Q2,Wednesday,124,0
2022-05-05,2022,5,May,May,Q2,2,2022-05,2022-Q2,Thursday,125,0
2022-05-06,2022,5,May,May,Q2,2,2022-05,2022-Q2,Friday,126,0
2022-05-07,2022,5,May,May,Q2,2,2022-05,2022-Q2,Saturday,127,1
2022-05-08,2022,5,May,May,Q2,2,2022-05,2022-Q2,Sunday,128,1
2022-05-09,2022,5,May,May,Q2,2,2022-05,2022-Q2,Monday,129,0
2022-05-10,2022,5,May,May,Q2,2,2022-05,2022-Q2,Tuesday,130,0
2022-05-11,2022,5,May,May,Q2,2,2022-05,2022-Q2,Wednesday,131,0
2022-05-12,2022,5,May,May,Q2,2,2022-05,2022-Q2,Thursday,132,0
2022-05-13,2022,5,May,May,Q2,2,2022-05,2022-Q2,Friday,133,0
2022-05-14,2022,5,May,May,Q2,2,2022-05,2022-Q2,Saturday,134,1
2022-05-15,2022,5,May,May,Q2,2,2022-05,2022-Q2,Sunday,135,1
2022-05-16,2022,5,May,May,Q2,2,2022-05,2022-Q2,Monday,136,0
2022-05-17,2022,5,May,May,Q2,2,2022-05,2022-Q2,Tuesday,137,0
2022-05-18,2022,5,May,May,Q2,2,2022-05,2022-Q2,Wednesday,138,0
2022-05-19,2022,5,May,May,Q2,2,2022-05,2022-Q2,Thursday,139,0
2022-05-20,2022,5,May,May,Q2,2,2022-05,2022-Q2,Friday,140,0
2022-05-21,2022,5,May,May,Q2,2,2022-05,2022-Q2,Saturday,141,1
2022-05-22,2022,5,May,May,Q2,2,2022-05,2022-Q2,Sunday,142,1
2022-05-23,2022,5,May,May,Q2,2,2022-05,2022-Q2,Monday,143,0
2022-05-24,2022,5,May,May,Q2,2,2022-05,2022-Q2,Tuesday,144,0
2022-05-25,2022,5,May,May,Q2,2,2022-05,2022-Q2,Wednesday,145,0
2022-05-26,2022,5,May,May,Q2,2,2022-05,2022-Q2,Thursday,146,0
2022-05-27,2022,5,May,May,Q2,2,2022-05,2022-Q2,Friday,147,0
2022-05-28,2022,5,May,May,Q2,2,2022-05,2022-Q2,Saturday,148,1
2022-05-29,2022,5,May,May,Q2,2,2022-05,2022-Q2,Sunday,149,1
2022-05-30,2022,5,May,May,Q2,2,2022-05,2022-Q2,Monday,150,0
2022-05-31,2022,5,May,May,Q2,2,2022-05,2022-Q2,Tuesday,151,0
2022-06-01,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Wednesday,152,0
2022-06-02,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Thursday,153,0
2022-06-03,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Friday,154,0
2022-06-04,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Saturday,155,1
2022-06-05,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Sunday,156,1
2022-06-06,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Monday,157,0
2022-06-07,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Tuesday,158,0
2022-06-08,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Wednesday,159,0
2022-06-09,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Thursday,160,0
2022-06-10,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Friday,161,0
2022-06-11,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Saturday,162,1
2022-06-12,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Sunday,163,1
2022-06-13,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Monday,164,0
2022-06-14,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Tuesday,165,0
2022-06-15,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Wednesday,166,0
2022-06-16,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Thursday,167,0
2022-06-17,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Friday,168,0
2022-06-18,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Saturday,169,1
2022-06-19,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Sunday,170,1
2022-06-20,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Monday,171,0
2022-06-21,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Tuesday,172,0
2022-06-22,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Wednesday,173,0
2022-06-23,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Thursday,174,0
2022-06-24,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Friday,175,0
2022-06-25,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Saturday,176,1
2022-06-26,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Sunday,177,1
2022-06-27,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Monday,178,0
2022-06-28,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Tuesday,179,0
2022-06-29,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Wednesday,180,0
2022-06-30,2022,6,Jun,June,Q2,2,2022-06,2022-Q2,Thursday,181,0
2022-07-01,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Friday,182,0
2022-07-02,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Saturday,183,1
2022-07-03,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Sunday,184,1
2022-07-04,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Monday,185,0
2022-07-05,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Tuesday,186,0
2022-07-06,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Wednesday,187,0
2022-07-07,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Thursday,188,0
2022-07-08,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Friday,189,0
2022-07-09,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Saturday,190,1
2022-07-10,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Sunday,191,1
2022-07-11,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Monday,192,0
2022-07-12,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Tuesday,193,0
2022-07-13,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Wednesday,194,0
2022-07-14,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Thursday,195,0
2022-07-15,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Friday,196,0
2022-07-16,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Saturday,197,1
2022-07-17,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Sunday,198,1
2022-07-18,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Monday,199,0
2022-07-19,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Tuesday,200,0
